TEST_NAME_ABBREVIATION	stringdist_group_id	position_in_group	group_size
s-ihmisenepididymaalinenantigeeni4	107	66	73
s-karsinoembryonaalinenantigeeni	107	67	73
troponiini,pikatesti,veri	107	68	73
troponiinit,pikatesti,veri	107	69	73
u-hapaamuusaste(kval)	107	70	73
u-happamuusaste(kval)	107	71	73
vb-hiilidioksidiosapaine	107	72	73
vb-hiilimonoksidi-hb	107	73	73
ab-happikyllästeisyys(hemoglobiini)	108	1	10
ab-happikyllästeisyys(hemoglobiini),eitilattava	108	2	10
cb-happikyllästeisyys(hemoglobiinin,osuustoiminnallisestahb:sta)	108	3	10
happikyllästeisyys(hemoglobiini),kapillaariverestä,pikatesti␤	108	4	10
happikyllästeisyys(hemoglobiini),kapillaariveri	108	5	10
happikyllästeisyys(hemoglobiini),koneveri	108	6	10
happikyllästeisyys(hemoglobiini),laskimoveri	108	7	10
vb-happikyllästeisyys(hemoglobiini)	108	8	10
vb-happikyllästeisyys(hemoglobiinin,osuustoimin	108	9	10
zb-happikyllästeisyys(hemoglobiini)	108	10	10
ab-hemoglobiini,hiilimonoksidi	109	1	45
ab-hemoglobiini,kokonais-	109	2	45
ab-kokonaishemoglobiini,verikaasuanalysaattorista	109	3	45
b-hemoglobiini,poc-tutkimus	109	4	45
b-hemoglobiini,vieritutkimus	109	5	45
b-hemoglobiini-a1c,(mmol/mol)pika,hoitoyksiköt	109	6	45
b-hemoglobiini-a1c,glykoitunut	109	7	45
b-hemoglobiini-a1c,verestä	109	8	45
b-hemoglobiini-a1c,vieritesti	109	9	45
b-hemoglobiinipvk:nosana	109	10	45
e-hemoglobiini(massa)	109	11	45
e-hemoglobiini(massakonsentraatio)	109	12	45
e-hemoglobiini,keskimassa	109	13	45
e-hemoglobiini,keskimassa,poc-tutkimus	109	14	45
e-hemoglobiini,keskimassakonsentraatio	109	15	45
e-hemoglobiini,keskimassakonsentraatiopoc-tutkimus	109	16	45
e-hemoglobiinikeskimassa	109	17	45
f-hemoglobiini(kval)(ko)	109	18	45
f-hemoglobiini,ihmisen(kval)	109	19	45
f-hemoglobiini,ihmisen(kvant)	109	20	45
f-hemoglobiini,uloste(kvant)	109	21	45
hemoglobiini(kval)ulosteesta(f-hhb-o)	109	22	45
hemoglobiini(totaali),kapill	109	23	45
hemoglobiini(totaali),kapillaariveri	109	24	45
hemoglobiini(totaali),koneveri	109	25	45
hemoglobiini(totaali),laskim	109	26	45
hemoglobiini(totaali),laskimoveri	109	27	45
hemoglobiini(totaali),valtim	109	28	45
hemoglobiini(totaali),valtimoveri	109	29	45
hemoglobiini,hiilimonoksidi,	109	30	45
hemoglobiini,hiilimonoksidi,veri	109	31	45
hemoglobiini,ihmisen(kval),uloste	109	32	45
hemoglobiini,ihmisen(kval),ulosteesta␤	109	33	45
hemoglobiini,keskimassa	109	34	45
hemoglobiini,pikatesti,veri	109	35	45
hemoglobiini,pikatesti␤	109	36	45
hemoglobiini,verestä,vieritesti	109	37	45
hemoglobiini,vieritutkimus	109	38	45
hemoglobiini-a1c,glykoitunut(6128b-hba1c)	109	39	45
hemoglobiini-a1c,glykoitunut(b-hba1c)	109	40	45
hemoglobiini-a1c,verestä	109	41	45
u-hemoglobiini(kval)	109	42	45
vb-hemoglobiini(totaali),laskimoveri	109	43	45
vb-hemoglobiini,hiilimonoksidi	109	44	45
vb-kokonaishemoglobiini,verikaasuanalysaattorista	109	45	45
ab-kalsium,ionisoitunut,aktuaalinen	110	1	40
ab-kalsium,ionisoitunut,eitilattava	110	2	40
ab-kalsium,ionisoitunut,ph7.4-korjattu	110	3	40
ab-kalsium,ionisoitunut,ph7.4:ssa	110	4	40
cb-kalsium,ionisoitunut	110	5	40
cb-kalsium,ionisoitunut,ph7.4-korjattu	110	6	40
fp-kalsium,ionisoitunut	110	7	40
fs-kalsium,ionisoitunut	110	8	40
fs-kalsium,ionisoitunut,aktuaal.	110	9	40
fs-kalsium,ionisoitunut,ph7.4:ssa	110	10	40
kalsium,ionisoitunut	110	11	40
kalsium,ionisoitunut(7.4)	110	12	40
kalsium,ionisoitunut(7.4),pl	110	13	40
kalsium,ionisoitunut(7.4),plasma	110	14	40
kalsium,ionisoitunut(7.4),seerumi	110	15	40
kalsium,ionisoitunut(akt)	110	16	40
kalsium,ionisoitunut(akt),plasma	110	17	40
kalsium,ionisoitunut(s-)	110	18	40
kalsium,ionisoitunut,aktuaali	110	19	40
kalsium,ionisoitunut,aktuaaliosatutk.	110	20	40
kalsium,ionisoitunut,koneveri	110	21	40
kalsium,ionisoitunut,ph7.4-korjattu	110	22	40
kalsium,ionisoitunut,ph7.4-korjattu,seerumista	110	23	40
kalsium,ionisoitunut,ph7.4-korjattu,seerumista,osatutk	110	24	40
kalsium,ionisoitunutph	110	25	40
kalsium,ionsoitunut(7.4),koneveri	110	26	40
p-kalsium,ionisoitunut	110	27	40
p-kalsium,ionisoitunut,aktuaalinen	110	28	40
p-kalsium,ionisoitunutpika,hoitoyksiköt	110	29	40
pt-kalsium,ionisoitunut	110	30	40
pt-kalsiumionisoitunutph7.4	110	31	40
s-kalsium,ionisoitunut	110	32	40
s-kalsium,ionisoitunut,aktuaali	110	33	40
s-kalsium,ionisoitunut,aktuaalinen	110	34	40
s-kalsium,ionisoitunut,ph7,4	110	35	40
s-kalsium,ionisoitunut,ph7.4-korjattu	110	36	40
s-kalsium,ionisoitunut,ph7.4korjattu	110	37	40
s-kalsium,ionisoitunutph7.4korjattu	110	38	40
vb-kalsium,ionisoitunut,eitilattava	110	39	40
vb-kalsium,ionisoitunut,ph7.4-korjattu	110	40	40
ab-verikaasuanalyysi,laaja	111	1	19
ab-verikaasuanalyysi,laaja,astrupl	111	2	19
ab-verikaasuanalyysi,perus	111	3	19
ab-verikaasuanalyysi,teho	111	4	19
ab-verikaasuanalyysilaaja,elektrolyytit,glu,lakt	111	5	19
cb-verikaasuanalyysi(po2,pco2,ph,laskenta)	111	6	19
cb-verikaasuanalyysi,kapillaarinäyte	111	7	19
cb-verikaasuanalyysi,laaja	111	8	19
cb-verikaasuanalyysi,perus	111	9	19
vb-verikaasuanalyysi(po2,pco2,ph,laskenta)	111	10	19
vb-verikaasuanalyysi,laaja	111	11	19
vb-verikaasuanalyysi,laskimoveri	111	12	19
vb-verikaasuanalyysi,perus	111	13	19
vb-verikaasuanalyysilaaja,elektrolyytit,glu,lakt	111	14	19
verikaasuanalyysi,kapillaariveri	111	15	19
verikaasuanalyysi,laskimoveri	111	16	19
verikaasuanalyysi,valtimoveri	111	17	19
zb-verikaasuanalyysi,laaja	111	18	19
zb-verikaasuanalyysi,perus	111	19	19
abcg2-geeninnukleotidivariaatiot,dna-tutkimus	112	1	12
cyp2b6-geeninnukleotidivariaatiot,dna-tutkimus	112	2	12
cyp2c19-geeninnukleotidivariaatiot,dna-tutkimus	112	3	12
cyp2c9-geeninnukleotidivariaatiot,dna-tutkimus	112	4	12
cyp3a5-geeninnukleotidivariaatiot,dna-tutkimus	112	5	12
cyp4f2-geeninnukleotidivariaatiot,dna-tutkimus	112	6	12
dpyd-geeninnukleotidivariaatiot,dna-tutkimus	112	7	12
dpyd-geeninnuleotidivariaatiot,dna-tutkimus	112	8	12
nudt15-geeninnukleotidivariaatiot,dna-tutkimus	112	9	12
slco1b1-geeninnukleotidivariaatiot,dna-tutkimus	112	10	12
tpmt-geeninnukleotidivariaatiot,dna-tutkimus	112	11	12
vkorc1-geeninnukleotidivariaatiot,dna-tutkimus	112	12	12
adalimumabi,pitoisuusjavasta-aine-paketti	113	1	108
b-erytroblastit,absoluuttiset,automaattidiffi	113	2	108
b-lymfosyyttienimmunofenotyypitys,suppea	113	3	108
b-non-invasiivinenprenataalitutkimus,seulonta	113	4	108
b-punasoluvasta-aineidentunnistus(neuvola)	113	5	108
b-sikiönrhd-veriryhmäsuojaustavarten	113	6	108
b-sopivuuskoelaskutustavarten	113	7	108
biopankkinäyte,veri,helsinginbiobankki	113	8	108
biopankkinäyte,veri,helsinginbiopankki	113	9	108
coombs,suora(mono-/polyspes.antis.(kval)	113	10	108
coombs,suora(polyspesifinenantiseerumi)(kval),punasoluista	113	11	108
crp(vo:nyhteydessäotettu),tth	113	12	108
e-abo-jarh-veriryhmämääritys,neuvolanäyte	113	13	108
e-coombs,suora(mono-taipolysp.antiseerumi)(	113	14	108
e-coombs,suora(polyspesifinen)(kval)	113	15	108
ekg,24hrekisteröinti	113	16	108
ekg,pitkäaikaisrekisteröinti	113	17	108
elektroneuromyografia,rannekanava	113	18	108
fibriinind-dimeerit,pikatesti,veri	113	19	108
fs-lipidit,paketti(kol,hdl,trigly,ldl)	113	20	108
hemoglobiini(vo:nyhteydessäotettu),tth	113	21	108
ikär.paketti(lipa,s-gt,s-alat,fs-gluk,pvk)	113	22	108
insuliininkaltainenkasvutekijä1	113	23	108
insuliininkaltainenkasvutekijä1,sd-score,seerumi	113	24	108
kappa-lambda-suhde,kevytketju	113	25	108
kappa/lambda-suhde,kevytketjut,vapaat	113	26	108
krooninenmunuaistenvajaatoimintariski	113	27	108
lupusantikoagulantti,drvvt,plasma	113	28	108
lupusantikoagulantti,ptt,plasma	113	29	108
metanefriinijanormetanefriini,seerumi	113	30	108
mononukleaarisetsolut,peritoneaalidialyysineste	113	31	108
muutsolut,peritoneaalidialyysineste	113	32	108
natrium,kalium,glukoosijakreatiniini,pikatesti	113	33	108
neulanpistopaketti(kohde)pyydäerikseenp-alat	113	34	108
non-invasiivinenprenataalitutkimus,seulonta	113	35	108
normaaliekgrekisteröinti,osastollaotettava␤	113	36	108
p-antifactorix-aktiivisuus(hep.estovaikutusak	113	37	108
p-fibriinind-dimeerit,laskimon.vierit.lab:ssa	113	38	108
p-fibriinind-dimeeritpika,hoitoyksiköt	113	39	108
p-lupusantikoagulantti,aptt,varm.	113	40	108
p-lupusantikoagulantti,aptt,varmistus	113	41	108
p-lupusantikoagulantti,drvv,varmistus	113	42	108
p-lupusantikoagulantti,drvvt,varm.	113	43	108
p-plasmanneurofilamentti,kevytketju	113	44	108
p-prokalsitoniini,kvantitatiivinen	113	45	108
p-sukupuolihormonejasitovaglobuliini	113	46	108
p-troponiinit,kvantitatiivinen	113	47	108
ps-streptokokki,viljely,nielu	113	48	108
ps-streptokokkia,antigeeni,hoitoyksiköt	113	49	108
pt-down,trisomianmääritettyriskisuhde	113	50	108
pt-down,äidiniänmukainenriskisuhde	113	51	108
pt-ekg,pitkäaikaisrekisteröinti	113	52	108
pt-glukoosi-koe,raskaudenaikainen	113	53	108
pt-kliininenrasituskoe,spiroergometria	113	54	108
pt-kliininenrasituskoe,työjohteinen,pyöräergometria	113	55	108
pt-lisälausuntoilmanlaboratoriotyötä	113	56	108
pt-potilastapkliinispat.käsitt.kokous,eilisälau	113	57	108
pt-verenpaine,pitkäaikaisrekisteröinti(24h)	113	58	108
pt-yöpolygrafia,suppea,ambulatorinen	113	59	108
raskaudenaikaineninfektioseula,seerumista␤	113	60	108
s-allige,dermatophagoidespteronyssinus,pölypun	113	61	108
s-allige,dermatophagoidespteronyssinus,pölypunkki/dammvalster	113	62	108
s-allige,hevonen(hilse)/häst(mjäll)	113	63	108
s-allige,kala(turska)/fisk(torsk)	113	64	108
s-allige,kissa(hilse)/katt(mjäll)	113	65	108
s-allige,koira(hilse)/hund(mjäl)	113	66	108
s-allige,koira(hilse)/hund(mjäll)osa	113	67	108
s-allige,vehnä(jauho)/vete(mjöl)	113	68	108
s-anca,perinukleaarinenvärjäytymiskuvio	113	69	108
s-anca,sytoplasminenvärjäytymiskuvio	113	70	108
s-apututkimusneuvolalletr1seulvarten	113	71	108
s-haaraketjuistenaminohappojen(leusiini+isole	113	72	108
s-infektioseulonta,raskaudenaikainen	113	73	108
s-infliksimabi,pitoisuusjavasta-aine-paketti	113	74	108
s-kappa-lambda-suhde,kevytketjut,vapaa	113	75	108
s-leukosyyttivasta-aineet,elinsiirtoaodottava	113	76	108
s-raskaudenaikaisetinfektioseulonnat	113	77	108
s-sukupuolihormonejasitovaglobuliini	113	78	108
s-äitiysneuvoloideninfektioseulontapaketti	113	79	108
seeruminkokonais-iga-pitoisuusphadiaprimella	113	80	108
seeruminkokonaisiga-pitoisuusphadiaprimella	113	81	108
solut,peritoneaalidialyysineste	113	82	108
spirometria,tavall.dyn.aikatilavuusmittaus	113	83	108
streptokokki,viljely,nielueritteestä␤	113	84	108
streptokokkiviljelynielusta	113	85	108
sukupuolihormonejasitovaglobuliini	113	86	108
tehtyposantutk.rek.siirtoavarten	113	87	108
triglyseridit(trigly)/lipidit	113	88	108
triglyseridit(trigly)/lipiditosatutkimus	113	89	108
triglyseridit/lipidit,osatutkimus(4568trigly)	113	90	108
tromboositaipumuksenselvittely,veri	113	91	108
ts-kolonoskopianäyte,suolisto-syöpäseulonta	113	92	108
ts-kolonoskopianäyte,suolistosyöpäseulonta	113	93	108
u-bakteerit,virtsatieinfektionseulonta	113	94	108
u-buprenorfiini,kvalitatiivinen	113	95	108
u-huumeseulonta,kvalitatiivinen	113	96	108
u-leukosyytit,virtsatieinfektionseulonta	113	97	108
u-metyleenidioksimetamfetamiini(kval)	113	98	108
u-partikkelienperuslaskenta,koneellinen	113	99	108
u-pneumokokki,antigeeninosoitus	113	100	108
u-pregabaliini,kvalitatiivinen	113	101	108
u-solut,partikkelienperuslaskenta=u-sakka	113	102	108
u-virtsanominaispainohuumemäärityksissä	113	103	108
verensopivuuskoe(vainlaboratorionkäyttöön)	113	104	108
virtsanpartikkelienlaskenta(solut)	113	105	108
virtsanpartikkelienperuslaskenta	113	106	108
virtsatutkimus(vo:nyhteydessäotettu),tth	113	107	108
äitiysneuvoloidenseulontatutkimus	113	108	108
albumiininjakreatiininsuhde(virtsa)	114	1	22
albumiininjakreatiniininsuh	114	2	22
albumiininjakreatiniininsuhde	114	3	22
albumiininjakreatiniininsuhde,virtsasta	114	4	22
plasmaproteiinia,raskauteenliittyvä	114	5	22
s-b12-vitamiini,transkobalamiiniii:eensit.	114	6	22
s-b12-vitamiini,transkobalamiiniii:eensitoutun	114	7	22
s-b12-vitamiini,transkobalamiiniii:eensitoutunut,seerumista	114	8	22
s-b12-vitamiini,transkobalamiiniii:nsitoutunut	114	9	22
s-plasmaproteiinia,raskauteenliittyvä	114	10	22
s-plasmaproteiinia,raskauteenliittyvä(sikiöseula)	114	11	22
s-proteiinifraktioidenalbumiinifraktio	114	12	22
s-proteiinifraktioidenalfa-1-fraktio	114	13	22
s-proteiinifraktioidenalfa-2-fraktio	114	14	22
s-proteiinifraktioidenbeeta-1-fraktio	114	15	22
s-proteiinifraktioidenbeeta-2-fraktio	114	16	22
s-proteiinifraktioidengammafraktio	114	17	22
s-proteiinifraktioidenm-komponentti1	114	18	22
u-albumiini-kreatiniini-suhde,osatutk.	114	19	22
u-albumiinimikroalbuminuriamg/l(u-albkre)	114	20	22
u-albumiininjakreatiniininsuhde	114	21	22
u-albumiininjakreatiniininsuhde(mikroalbumiini)	114	22	22
asetoniaineet(kval),virtsasta,osatutk.	115	1	29
asetoniaineet(kval),virtsasta,vieritesti	115	2	29
buprenorfiini(kval),virtsasta	115	3	29
erytrosyytit(kval),virtsasta,vieritesti	115	4	29
glukoosi(kval),virtsasta,osatutk.	115	5	29
glukoosi(kval),virtsasta,vieritesti	115	6	29
kannabis(kval),virtsasta	115	7	29
klonatsepaamin(7acl)osoitusvirtsasta.	115	8	29
kokaiini(kval),virtsasta	115	9	29
leukosyytit(kval),virtsasta,vieritesti	115	10	29
leukosyytit,virtsasta,osoitus,osatutk.	115	11	29
metadoni(kval),virtsasta	115	12	29
metamfetamiini(kval),virtsasta	115	13	29
metyylifenidaatinosoitus,virtsasta	115	14	29
nitriitti(kval),virtsasta,osatutk.	115	15	29
nitriitti(kval),virtsasta,vieritesti	115	16	29
opiaatit(kval),virtsasta	115	17	29
proteiini(kval),virtsasta,vieritesti	115	18	29
proteiini,(kval),virtsasta,osatutk.	115	19	29
tramadol(kval),virtsasta	115	20	29
trisyklisetantidepressantit(kval),virtsasta	115	21	29
u-albumiini(kval)tykslab.osat.	115	22	29
u-asetoniaineet(kval)tykslabosat.	115	23	29
u-buprenorfiini(kval),virtsasta	115	24	29
u-erytrosyytit(kval)tykslab.osat.	115	25	29
u-glukoosi(kval)tykslabosastutk.	115	26	29
u-leukosyytit(kval)tykslab.osat.	115	27	29
u-trisyklisetantidepressantit(kval)	115	28	29
veri,virtsasta(osoitus),osatutk.	115	29	29
b-basofiilit-act5diffillä	116	1	29
b-eosinifiilit-act5diffillä	116	2	29
b-neutrofiilit-absact5diffillä	116	3	29
b-neutrofiilitabsoluuttinenarvo	116	4	29
basofiilit,absol.arvot	116	5	29
basofiilit,absoluuttiset	116	6	29
basofiilit-osuus(diffi)	116	7	29
eosinofiilit,absol.arvot	116	8	29
eosinofiilit-osuus(diffi)	116	9	29
l-neutrofiilit-act5diffillä	116	10	29
li-neutrofiilitjaeosinofiilit	116	11	29
lymfosyytit,absol.arvot	116	12	29
lymfosyytit,absoluuttiset	116	13	29
lymfosyytit-osuus(diffi)	116	14	29
monosyytit,absol.arvot	116	15	29
monosyytit,absoluuttiset	116	16	29
monosyytit-osuus(diffi)	116	17	29
monosyytitabsol.arvot	116	18	29
neutrofiilit+eosinofiilit,niv	116	19	29
neutrofiilit+eosinofiilit,nivelneste	116	20	29
neutrofiilit+eosinofiilit,peritoneaalidialyysineste	116	21	29
neutrofiilit+eosinofiilit,s	116	22	29
neutrofiilit+eosinofiilit,selkäydinneste	116	23	29
neutrofiilit,absol.arvot	116	24	29
neutrofiilit,absoluuttiset	116	25	29
neutrofiilit-osuus(diffi)	116	26	29
neutrofiilit.absol.arvot	116	27	29
pf-neutrofiilitjaeosinofiilit	116	28	29
sy-neutrofiilitjaeosinofiilit	116	29	29
b-c-reaktiivinenproteiini	117	1	43
b-c-reaktiivinenproteiinipika	117	2	43
b-c-resktiivinenproteiini	117	3	43
c-reaktiivinenproteiini	117	4	43
c-reaktiivinenproteiini(4594p-crp)	117	5	43
c-reaktiivinenproteiini(crp)	117	6	43
c-reaktiivinenproteiini(p-crp)	117	7	43
c-reaktiivinenproteiini,herkkä	117	8	43
c-reaktiivinenproteiini,herkkä,seerumista	117	9	43
c-reaktiivinenproteiini,pika	117	10	43
c-reaktiivinenproteiini,pika,tehdäänitse	117	11	43
c-reaktiivinenproteiini,pikatesti,veri	117	12	43
c-reaktiivinenproteiini,pikatesti,veri(23318b-crp-pt)	117	13	43
c-reaktiivinenproteiini,pikatutkimus	117	14	43
c-reaktiivinenproteiini,plasmasta,vieritesti	117	15	43
c-reaktiivinenproteiini,tk:ntekemä	117	16	43
c-reaktiivinenproteiini,vieritesti	117	17	43
c-reaktiivinenproteiini,vieritutkimus	117	18	43
c-reaktiivinenproteiini,vieritutkimus,plasmasta	117	19	43
c-reaktiivinenproteiini,vieritutkimusnordlab	117	20	43
c-reaktiivinenproteiini-pika(4594crp-pika)	117	21	43
c-reaktiivinenproteiini-pika(crp-pika)	117	22	43
cp-c-reaktiivinenproteiini,ihopiston,hoitoyksikössä	117	23	43
fs-c-reaktiivinenproteiini	117	24	43
p-c-reaktiininenproteiini,vieritutkimus	117	25	43
p-c-reaktiivinenproteiini	117	26	43
p-c-reaktiivinenproteiini(kval)	117	27	43
p-c-reaktiivinenproteiini(kval)␤	117	28	43
p-c-reaktiivinenproteiini(pikanäyte)	117	29	43
p-c-reaktiivinenproteiini,crp	117	30	43
p-c-reaktiivinenproteiini,hoitoyksikkö	117	31	43
p-c-reaktiivinenproteiini,pikatesti	117	32	43
p-c-reaktiivinenproteiini,vieritutkimus	117	33	43
p-c-reaktiivinenproteiini,vieritutkimus,plasmasta	117	34	43
p-c-reaktiivinenproteiini.pika	117	35	43
p-c-reaktiivinenproteiinipikahoitoyksiköt	117	36	43
p-c-reaktiivinenproteiinipikamittari	117	37	43
pikatesti,c-reaktiivinenproteiini	117	38	43
plasmanc-reaktiivinenproteiiniosoitus	117	39	43
s-c-reaktiivinenproteiini	117	40	43
s-c-reaktiivinenproteiini,herkkä	117	41	43
s-c-reaktiivinenproteiini,pika	117	42	43
s-c-reaktiivinenproteiini/	117	43	43
b-eosinofiilit,b-diffiosatutkimus	118	1	55
b-erybla(19978b-erybla),osatutkimus	118	2	55
b-hyytymistekijävgeeni,dna-tutkimus	118	3	55
b-jak2-geeninmutaatio,dna-tutkimus	118	4	55
b-laktaatti,päivystystutkimus	118	5	55
b-laktoosi-intoleranssi,dna-tutkimus	118	6	55
b-laktoosimalabsorptioonliityvägeenimuutos,dna	118	7	55
b-neutrofiili,erillistutkimuksena	118	8	55
b-neutrofiilit,b-diffiosatutkimus	118	9	55
b-neutrofiilit,erillistutkimuksena	118	10	55
b-neutrofiiliterillistutkimuksena	118	11	55
b-protrombiinigeeni,dna-tutkimus	118	12	55
bf-bronkuseritteenirtosolututkimus	118	13	55
bronkuseritteenirtosolututkimus	118	14	55
cyp2d6-geeninvariaatiot,dna-tutkimus	118	15	55
dpyd-geeninvarianttientutkimusverestä	118	16	55
e-rdw(19976e-rdw),osatutkimus	118	17	55
farmakogeneettinenpaneeli,dna-tutkimusverestä	118	18	55
farmakogeneettinenpaneelitutkimus	118	19	55
gynegologinenirtosolututkimus	118	20	55
gynekologinenirtosolunäyte,hpvnho+tarvnestepapa	118	21	55
gynekologinenirtosolututkimus	118	22	55
gynekologinenirtosolututkimus,seulonta	118	23	55
hyytymistekijävgeeni,dna-tutkimus	118	24	55
immunohistokemiallinentutkimus	118	25	55
k-vitamiinitk1jak2,pakettitutkimus	118	26	55
k1-vitamiini(fyllokinoni)osatutkimus	118	27	55
k2-vitamiini,menakinoni-4(mk4)osatutkimus	118	28	55
k2-vitamiini,menakinoni-7(mk7)osatutkimus	118	29	55
laktaatti,päivystystutkimus,verestä	118	30	55
laktoosi-intoleranssi,dna-tutkimus	118	31	55
laktoosi-intoleranssi,dna-tutkimus,verestä␤	118	32	55
lausunto,hemostaasi-jatrombosyyttitutkimukset	118	33	55
mikrobiologianerikoistutkimuk	118	34	55
neuvola1,äitiysneuvolatutkimukset	118	35	55
p-ca-albk(laskennallinentutkimus)	118	36	55
pf-laktaatti,päivystystutkimus	118	37	55
pleuranesteenirtosolututkimus	118	38	55
pt-gynegologinenirtosolututkimus␤	118	39	55
pt-gynekologinenirtosolututkimus	118	40	55
pt-gynekologinenirtosolututkimus,seulonta	118	41	55
s-borrelia,vasta-aineetiggvarmistustutkimus	118	42	55
s-borrelia,vasta-aineetigmvarmistustutkimus	118	43	55
s-hi-virus,vasta-aineet,päivystystutkimus	118	44	55
s-immunofiksaatiotutkimus	118	45	55
sytologinenirtosolututkimus,virtsasta	118	46	55
ts-rintasyövänennustekijätutkimus	118	47	55
tyreotropiinirefleksointitutkimus	118	48	55
u-asetoniaineet(kval),osatutkimus	118	49	55
u-epiteelisolut,osatutkimus	118	50	55
u-laajahuume-jalääkeainetutkimus	118	51	55
u-proteiini(kval),osatutkimus	118	52	55
u-suhteellinentiheys,osatutkimus	118	53	55
u-virtsanirtosolututkimus	118	54	55
virtsanirtosolututkimus	118	55	55
b-erybla,osatutkimus(19978b-erybla)	119	1	24
b-erybla,osatutkimus(b-erybla)	119	2	24
b-neut,osatutkimus(689b-neut)	119	3	24
basofiilit,absol.arvot,osatutkimus(40b-baso)	119	4	24
basofiilit,osatutkimus(692l-baso)	119	5	24
e-rdw,osatutkimus(19976e-rdw)	119	6	24
e-rdw,osatutkimus(e-rdw)	119	7	24
eosinofiilit,absol.arvot,osatutkimus(39b-eos)	119	8	24
eosinofiilit,osatutkimus(690l-eos)	119	9	24
kalsium,osatutkimus(p-ca)	119	10	24
l-neut,osatutkimus(688l-neut)	119	11	24
lymfosyytit,absol.arvot,osatutkimus(43b-lymf)	119	12	24
lymfosyytit,osatutkimus(46l-lymf)	119	13	24
monosyytit,absol.arvot,osatutkimus(42b-monos)	119	14	24
monosyytit,osatutkimus(693l-monos)	119	15	24
s-albumiini,osatutkimuss-prot-fr	119	16	24
s-alfa-1-globuliini,osatutkimuss-prot-fr	119	17	24
s-alfa-2-globuliini,osatutkimuss-prot-fr	119	18	24
s-beta-1-globuliini,osatutkimuss-prot-fr	119	19	24
s-beta-2-globuliini,osatutkimuss-prot-fr	119	20	24
s-gamma-globuliini,osatutkimuss-prot-fr	119	21	24
s-m-komponentti-1(valetietues-prot-fr)	119	22	24
s-m-komponentti-2(valetietues-prot-fr)	119	23	24
s-m-komponentti-3(valetietues-prot-fr)	119	24	24
b-glukoosi,hoitoyksikönvieritesti,kokoveri	120	1	8
b-kreatiniini,hoitoyksikönvieritesti,veri	120	2	8
crp-pitoisuus,hoitoyksikkömittaavieritestilaitteella	120	3	8
kalium,hoitoyksikönvieritesti,veri	120	4	8
kreatiniini,hoitoyksikönvieritesti,veri	120	5	8
marevan-hoidonseur.tatesti,hoitoyksikkötekeesormenpäänäyte	120	6	8
natrium,hoitoyksikönvieritesti,veri	120	7	8
troponiini-t-pit.hoitoyksikkötekeevieritestilaitteella	120	8	8
b-konediffi,5-osanen,osavastausb-baso	121	1	27
b-konediffi,5-osanen,osavastausb-eos	121	2	27
b-konediffi,5-osanen,osavastausb-lymf	121	3	27
b-konediffi,5-osanen,osavastausb-monos	121	4	27
b-konediffi,5-osanen,osavastausb-neut	121	5	27
b-konediffi,5-osanen,osavastausbaso	121	6	27
b-konediffi,5-osanen,osavastauseos	121	7	27
b-konediffi,5-osanen,osavastauslymf	121	8	27
b-konediffi,5-osanen,osavastausmono	121	9	27
b-konediffi,5-osanen,osavastausneut	121	10	27
bm-luuydintutkimus,aspiraatio,lausunto	121	11	27
bm-luuydintutkimus,biopsia,lausunto	121	12	27
bm-luuydintutkimus,mgg-jarautavärjäys	121	13	27
luuydintutkimus,mgg-jarautavärjäys	121	14	27
perustutkimus,esitiedot(360u-tutkesi)	121	15	27
perustutkimus,esitiedot(u-tutkesi)	121	16	27
pt-keliakiatutkimus,seulonta(sis.s-iga,s-ttgaba)	121	17	27
s-tr1tutkosatutkimus,papp-a:nosuus,seerumista	121	18	27
u-tutkimus,seulonta,tk:ntekemä	121	19	27
u-tutkimus1,seulonta(alb,hb,leuk,nitr	121	20	27
u-tutkimus1,seulonta,osavastausblo	121	21	27
u-tutkimus1,seulonta,osavastausglu	121	22	27
u-tutkimus1,seulonta,osavastausket	121	23	27
u-tutkimus1,seulonta,osavastausleu	121	24	27
u-tutkimus1,seulonta,osavastausnit	121	25	27
u-tutkimus1,seulonta,osavastauspro	121	26	27
u-tutkimus1,seulonta,osavastaussg	121	27	27
b-leukosyytit,erittelylaskenta	122	1	17
b-leukosyytit,erittelylaskenta(mikrosk.)	122	2	17
b-leukosyytit,erittelylaskenta,koneellinen	122	3	17
b-leukosyytit,erittelylaskenta,mikroskopointi	122	4	17
b-leukosyytit,erittelylaskenta,osuudet␤	122	5	17
b-leukosyytit,erittelylaskenta,veri	122	6	17
b-leukosyytit,erittelylaskentamikroskoopilla	122	7	17
b-leukosyytit,erittelylaskentamikroskoopilla,verestä	122	8	17
b-leukosyytiterittelylaskenta,koneellinen	122	9	17
b-leukosyyttienerittelylaskenta,tarkistettumikroskoopissa	122	10	17
leukosyytit,erittelylaskenta	122	11	17
leukosyytit,erittelylaskenta,nivelneste	122	12	17
leukosyyttienerittelylaskenta(diffi)	122	13	17
li-leukosyytit,erittelylaskenta	122	14	17
sy-leukosyytit,erittelylaskenta	122	15	17
sy-leukosyytit,erittelylaskenta,nivelneste	122	16	17
verenvalkosolujenerittelylaskennanmikrosk.tarkistus	122	17	17
b-m.tuberculosis-herkistyneetsolut,gammainterferoni,eritys	123	1	4
b-mycobacteriumtuberculosis-herkistyneetsolut,gammainterferoni,eritys	123	2	4
